gene_id,best_BLAST_hit,eval,pannzer_description,pannzer_gene_name,molecular_function,biological_processes,cellular_component
Hsym|HyS0010.336,XP_020616078.1_organic_cation_transporter_protein-like_[Orbicella_faveolata],1.40E-86,NA,NA,NA,NA,NA
Hsym|HyS0010.337,XP_020616078.1_organic_cation_transporter_protein-like_[Orbicella_faveolata],6.80E-87,NA,NA,NA,NA,NA
Hsym|HyS0010.338,XP_004206019.1_PREDICTED:_uncharacterized_MFS-type_transporter_C09D4.1-like_[Hydra_vulgaris],5.20E-65,NA,NA,NA,NA,NA
Hsym|HyS0010.339,XP_004206019.1_PREDICTED:_uncharacterized_MFS-type_transporter_C09D4.1-like_[Hydra_vulgaris],3.70E-66,NA,NA,NA,NA,NA
Hsym|HyS0010.340,XP_002168730.2_PREDICTED:_glycoprotein_3-alpha-L-fucosyltransferase_A-like_[Hydra_vulgaris],4.30E-84,glycoprotein_3-alpha-L-fucosyltransferase_A,NA,fucosyltransferase_activity,fucosylation,Golgi_cisterna_membrane
Hsym|HyS0010.341,XP_012563864.1_PREDICTED:_protein_Red-like_[Hydra_vulgaris],3.90E-125,IK_cytokine,IK,identical_protein_binding,heart_contraction,nucleus
Hsym|HyS0010.342,XP_002154094.2_PREDICTED:_deoxycytidylate_deaminase-like_[Hydra_vulgaris],5.00E-70,Deoxycytidylate_deaminase,DCTD,dCMP_deaminase_activity,pyrimidine_nucleotide_metabolic_process,cytoplasm
Hsym|HyS0010.343,XP_002161848.3_PREDICTED:_uncharacterized_protein_LOC100204578_isoform_X1_[Hydra_vulgaris],1.30E-96,NA,NA,NA,NA,NA
Hsym|HyS0010.344,XP_012558649.1_PREDICTED:_extracellular_calcium-sensing_receptor-like_[Hydra_vulgaris],2.60E-124,NA,NA,NA,NA,NA
Hsym|HyS0010.345,XP_001630821.1_predicted_protein_[Nematostella_vectensis],5.30E-35,NA,NA,NA,NA,NA
Hsym|HyS0010.346,XP_013421470.1_degenerin_deg-1-like_[Lingula_anatina],3.20E-33,NA,NA,NA,NA,NA
Hsym|HyS0010.347,NP_001267870.1_uncharacterized_LOC100205786_precursor_[Hydra_vulgaris],1.10E-09,NA,NA,NA,NA,NA
Hsym|HyS0010.349,NP_001267870.1_uncharacterized_LOC100205786_precursor_[Hydra_vulgaris],8.50E-07,NA,NA,NA,NA,NA
Hsym|HyS0010.350,XP_022789963.1_uncharacterized_protein_LOC111329506_[Stylophora_pistillata],1.60E-117,NA,NA,NA,NA,NA
Hsym|HyS0010.351,KXJ13753.1_Retrovirus-related_Pol_polyprotein_from_transposon_297_[Exaiptasia_pallida],1.80E-15,NA,NA,NA,NA,NA
Hsym|HyS0010.353,XP_015767396.1_PREDICTED:_uncharacterized_protein_LOC107346137_[Acropora_digitifera],1.40E-05,NA,NA,NA,NA,NA
Hsym|HyS0010.354,XP_027043235.1_phosphatidylinositol_phosphatase_PTPRQ-like_[Pocillopora_damicornis],1.30E-120,NA,NA,NA,NA,NA
Hsym|HyS0010.355,XP_014735079.1_PREDICTED:_disintegrin_and_metalloproteinase_domain-containing_protein_12_[Sturnus_vulgaris],1.20E-105,Disintegrin_and_metalloproteinase_domain-containing_protein_B,NA,metalloendopeptidase_activity,proteolysis,extracellular_region
Hsym|HyS0010.356,XP_012555630.1_PREDICTED:_calnexin-like_[Hydra_vulgaris],5.10E-137,Testis_tissue_sperm-binding_protein_Li_79P,NA,unfolded_protein_binding,protein_folding,endoplasmic_reticulum
Hsym|HyS0010.357,XP_012557407.1_PREDICTED:_uncharacterized_protein_LOC100198333_[Hydra_vulgaris],3.00E-141,"Cleavage_and_polyadenylation_factor_subunit,_homolog",PCF11,RNA_polymerase_II_complex_binding,termination_of_RNA_polymerase_II_transcription,mRNA_cleavage_factor_complex
Hsym|HyS0010.358,XP_020612071.1_spermatogenesis-associated_protein_4-like_[Orbicella_faveolata],1.70E-70,Spermatogenesis-associated_protein_4,SPATA4,microtubule_binding,regulation_of_cytoskeleton_organization,axoneme
Hsym|HyS0010.359,XP_012560772.1_PREDICTED:_sepiapterin_reductase-like_[Hydra_vulgaris],3.20E-50,NA,NA,NA,NA,NA
Hsym|HyS0010.360,XP_012560772.1_PREDICTED:_sepiapterin_reductase-like_[Hydra_vulgaris],9.00E-77,NA,NA,NA,NA,NA
Hsym|HyS0010.361,XP_012560772.1_PREDICTED:_sepiapterin_reductase-like_[Hydra_vulgaris],1.60E-11,NA,NA,NA,NA,NA
Hsym|HyS0010.362,XP_002169822.3_PREDICTED:_UPF0609_protein_C4orf27-like_[Hydra_vulgaris],1.80E-86,Microfibril_associated_protein_3_like,HPF1,histone_binding,peptidyl-serine_ADP-ribosylation,nucleus
Hsym|HyS0010.363,XP_002163920.1_PREDICTED:_vesicular_inhibitory_amino_acid_transporter-like_[Hydra_vulgaris],3.80E-177,Vesicular_inhibitory_amino_acid_transporter,SLC32A1,amino_acid_transmembrane_transporter_activity,amino_acid_transmembrane_transport,integral_component_of_membrane
Hsym|HyS0010.366,XP_004207027.1_PREDICTED:_tumor_suppressor_candidate_2-like_[Hydra_vulgaris],1.10E-28,Tumor_suppressor_candidate,TUSC2,NA,interleukin-15_production,mitochondrion
Hsym|HyS0010.368,XP_012554929.1_PREDICTED:_uncharacterized_protein_LOC100212032_[Hydra_vulgaris],8.70E-106,Cytoplasmic_carbonic_anydrase,NA,carbonate_dehydratase_activity,NA,NA
Hsym|HyS0010.369,XP_004207028.2_PREDICTED:_coiled-coil_and_C2_domain-containing_protein_1A-like_[Hydra_vulgaris],1.20E-158,Coiled-coil_and_C2_domain-containing_protein_1A_(Fragment),NA,"DNA-binding_transcription_repressor_activity,_RNA_polymerase_II-specific",negative_regulation_of_transcription_by_RNA_polymerase_II,NA
Hsym|HyS0010.370,RXN29483.1_coiled-coil_and_C2_domain-containing_1A_[Labeo_rohita],3.30E-10,coiled-coil_and_C2_domain-containing_protein_1A,CC2D1A,"DNA-binding_transcription_repressor_activity,_RNA_polymerase_II-specific",negative_regulation_of_transcription_by_RNA_polymerase_II,fibrillar_center
Hsym|HyS0010.371,XP_016357739.1_PREDICTED:_coiled-coil_and_C2_domain-containing_protein_1B-like_[Sinocyclocheilus_anshuiensis],3.30E-46,coiled-coil_and_C2_domain-containing_protein_1A,CC2D1A,"DNA-binding_transcription_repressor_activity,_RNA_polymerase_II-specific",negative_regulation_of_transcription_by_RNA_polymerase_II,nucleus
Hsym|HyS0010.372,XP_002170752.1_PREDICTED:_vesicle_transport_protein_SEC20-like_[Hydra_vulgaris],5.60E-19,Vesicle_transport_protein_SEC20,NA,SNAP_receptor_activity,"retrograde_vesicle-mediated_transport,_Golgi_to_endoplasmic_reticulum",integral_component_of_membrane
Hsym|HyS0010.373,XP_012556375.1_PREDICTED:_ankyrin_repeat_domain-containing_protein_17-like_[Hydra_vulgaris],0,Ankyrin_repeat_and_KH_domain-containing_protein_1,NA,RNA_binding,heart_contraction,nuclear_membrane
Hsym|HyS0010.374,XP_012556375.1_PREDICTED:_ankyrin_repeat_domain-containing_protein_17-like_[Hydra_vulgaris],2.90E-26,Ankyrin_repeat_domain-containing_protein_17,ANKRD17,RNA_binding,NA,NA
Hsym|HyS0010.375,"XP_002163495.2_PREDICTED:_39S_ribosomal_protein_L23,_mitochondrial-like_[Hydra_vulgaris]",2.40E-45,Mitochondrial_39S_ribosomal_protein_L23,NA,structural_constituent_of_ribosome,translation,ribosome
Hsym|HyS0010.376,XP_012556389.1_PREDICTED:_uncharacterized_protein_LOC101241393_[Hydra_vulgaris],7.80E-42,NA,NA,NA,NA,NA
Hsym|HyS0010.377,XP_002154908.2_PREDICTED:_receptor-type_tyrosine-protein_phosphatase_O-like_[Hydra_vulgaris],5.10E-130,Receptor-type_tyrosine-protein_phosphatase_delta,NA,protein_tyrosine_phosphatase_activity,peptidyl-tyrosine_dephosphorylation,integral_component_of_membrane
Hsym|HyS0010.379,XP_012566739.1_PREDICTED:_5-hydroxytryptamine_receptor_1E-like_[Hydra_vulgaris],2.40E-13,NA,NA,NA,NA,NA
Hsym|HyS0010.380,XP_002157986.1_PREDICTED:_periodic_tryptophan_protein_1_homolog_[Hydra_vulgaris],2.40E-146,Periodic_tryptophan_protein_1,PWP1,H4K20me3_modified_histone_binding,negative_regulation_of_peptidyl-serine_phosphorylation_of_STAT_protein,nucleus
Hsym|HyS0010.381,XP_002158095.3_PREDICTED:_BTB/POZ_domain-containing_protein_10-like_[Hydra_vulgaris],3.90E-126,LOW_QUALITY_PROTEIN:_BTB/POZ_domain-containing_protein_10,NA,Rho_guanyl-nucleotide_exchange_factor_activity,negative_regulation_of_neuron_death,fibrillar_center
Hsym|HyS0010.383,XP_012567056.1_PREDICTED:_uncharacterized_protein_LOC100211309_[Hydra_vulgaris],1.80E-75,NA,NA,NA,NA,NA
Hsym|HyS0010.384,XP_015752841.1_PREDICTED:_uncharacterized_protein_LOC107332618_[Acropora_digitifera],4.60E-61,NA,NA,NA,NA,NA
Hsym|HyS0010.385,XP_020606399.1_kinesin-like_protein_KIF9_[Orbicella_faveolata],1.30E-204,NA,NA,NA,NA,NA
Hsym|HyS0010.386,XP_012554111.1_PREDICTED:_uncharacterized_protein_LOC100200963_[Hydra_vulgaris],0,NA,NA,NA,NA,NA
Hsym|HyS0010.387,"ALJ33551.1_PaxC,_partial_[Clytia_hemisphaerica]",1.70E-53,Homeodomain_transcription_factor_PaxA,NA,sequence-specific_DNA_binding,multicellular_organism_development,nucleus
Hsym|HyS0010.388,XP_002734990.1_PREDICTED:_protein_FAM47E-like_[Saccoglossus_kowalevskii],2.70E-84,Starch-binding_domain-containing_protein_1,NA,glycogen_binding,NA,NA
Hsym|HyS0010.389,XP_012553531.1_PREDICTED:_cysteine_and_glycine-rich_protein_1-like_[Hydra_vulgaris],3.20E-38,Cysteine_and_glycine-rich_protein_2,CSRP1,metal_ion_binding,sarcomere_organization,stress_fiber
Hsym|HyS0010.390,XP_012553531.1_PREDICTED:_cysteine_and_glycine-rich_protein_1-like_[Hydra_vulgaris],2.20E-18,Cysteine_and_glycine-rich_protein_2,CSRP1,metal_ion_binding,sarcomere_organization,stress_fiber
Hsym|HyS0010.391,XP_002157325.1_PREDICTED:_inositol_phosphorylceramide_synthase_catalytic_subunit_aur1-like_[Hydra_vulgaris],1.60E-151,Inositol_phosphorylceramide_synthase_catalytic_subunit_aur1,NA,inositol_phosphoceramide_synthase_activity,inositol_phosphoceramide_metabolic_process,inositol_phosphoceramide_synthase_complex
Hsym|HyS0010.392,XP_027060189.1_THO_complex_subunit_2-like_[Pocillopora_damicornis],0,THO_complex_subunit_2,THOC2,mRNA_binding,mRNA_export_from_nucleus,THO_complex
Hsym|HyS0010.393,XP_002163723.3_PREDICTED:_UPF0518_protein_v1g243165-like_isoform_X1_[Hydra_vulgaris],1.90E-190,FTS_and_Hook-interacting_protein_(Fragment),FAM160A2,NA,NA,NA
Hsym|HyS0010.394,XP_028391361.1_metabotropic_glutamate_receptor_3-like_[Dendronephthya_gigantea],1.30E-41,NA,NA,NA,NA,NA
Hsym|HyS0010.395,XP_012558813.1_PREDICTED:_PAB-dependent_poly(A)-specific_ribonuclease_subunit_PAN3-like_[Hydra_vulgaris],4.20E-227,PAN2-PAN3_deadenylation_complex_subunit_PAN3,PAN3,RNA_binding,positive_regulation_of_cytoplasmic_mRNA_processing_body_assembly,PAN_complex
Hsym|HyS0010.396,XP_012554185.1_PREDICTED:_hsc70-interacting_protein-like_[Hydra_vulgaris],1.30E-53,"N-terminal_acetyltransferase_A,_auxiliary_subunit",NA,protein_dimerization_activity,chaperone_cofactor-dependent_protein_refolding,cytosol
Hsym|HyS0010.397,XP_026491704.1_copper_transport_protein_ATOX1_[Vanessa_tameamea],4.90E-15,Antioxidant_enzyme_(Heavy_metal_associated),ATOX1,metal_ion_binding,metal_ion_transport,cytosol
Hsym|HyS0010.398,"XP_022784548.1_dynein_heavy_chain_6,_axonemal-like_[Stylophora_pistillata]",0,Dynein_heavy_chain,DNAH6,microtubule_motor_activity,microtubule-based_movement,dynein_complex
Hsym|HyS0010.399,XP_012565647.1_PREDICTED:_EGF-like_module-containing_mucin-like_hormone_receptor-like_4_[Hydra_vulgaris],2.70E-100,NA,NA,NA,NA,NA
Hsym|HyS0010.400,XP_012553720.1_PREDICTED:_C-Jun-amino-terminal_kinase-interacting_protein_4-like_[Hydra_vulgaris],0,C-Jun-amino-terminal_kinase-interacting_protein_4,NA,MAP-kinase_scaffold_activity,positive_regulation_of_MAPK_cascade,axon_cytoplasm
Hsym|HyS0010.401,XP_004209152.2_PREDICTED:_transcriptional_activator_cubitus_interruptus-like_[Hydra_vulgaris],3.50E-49,Zinc_finger_protein_GLIS,GLIS1,RNA_polymerase_II_regulatory_region_sequence-specific_DNA_binding,regulation_of_transcription_by_RNA_polymerase_II,nucleus
Hsym|HyS0010.402,XP_012566866.1_PREDICTED:_corepressor_interacting_with_RBPJ_1-like_[Hydra_vulgaris],8.70E-89,Corepressor_interacting_with_rbpj,CIR1,transcription_corepressor_activity,negative_regulation_of_nucleic_acid-templated_transcription,nuclear_speck
Hsym|HyS0010.403,"XP_002160543.2_PREDICTED:_single-stranded_DNA-binding_protein,_mitochondrial-like_[Hydra_vulgaris]",8.20E-33,Single-stranded_DNA-binding_mitochondrial,SSBP1,single-stranded_DNA_binding,DNA_replication,mitochondrial_nucleoid
Hsym|HyS0010.404,"XP_002155823.3_PREDICTED:_transcriptional_adapter_3-like,_partial_[Hydra_vulgaris]",3.80E-86,Transcriptional_adapter_3,TADA3,histone_acetyltransferase_activity,histone_H3_acetylation,Ada2/Gcn5/Ada3_transcription_activator_complex
Hsym|HyS0010.405,XP_002165788.2_PREDICTED:_ER_membrane_protein_complex_subunit_3-like_[Hydra_vulgaris],1.20E-122,ER_membrane_protein_complex_subunit_3,NA,NA,photoreceptor_cell_maintenance,trans-Golgi_network_transport_vesicle
Hsym|HyS0010.406,XP_012564003.1_PREDICTED:_synaptotagmin-9-like_[Hydra_vulgaris],3.80E-115,Synaptotagmin_8,NA,phosphatidylserine_binding,exocytosis,exocytic_vesicle
Hsym|HyS0010.407,XP_012553666.1_PREDICTED:_B-cell_scaffold_protein_with_ankyrin_repeats-like_[Hydra_vulgaris],3.60E-30,breast_cancer_anti-estrogen_resistance_protein_1_isoform_X1,BCAR1,NA,signal_transduction,NA
Hsym|HyS0010.408,"XP_002168990.3_PREDICTED:_L-threonine_3-dehydrogenase,_mitochondrial-like_[Hydra_vulgaris]",9.40E-139,L-threonine_dehydrogenase,NA,coenzyme_binding,threonine_catabolic_process,mitochondrion
Hsym|HyS0010.409,XP_012565135.1_PREDICTED:_galanin_receptor_type_1-like_isoform_X1_[Hydra_vulgaris],2.70E-79,Amiloride-sensitive_sodium_channel_subunit_alpha,NA,G_protein-coupled_receptor_activity,G_protein-coupled_receptor_signaling_pathway,integral_component_of_plasma_membrane
Hsym|HyS0010.410,XP_012554368.1_PREDICTED:_sodium_channel_and_clathrin_linker_1-like_[Hydra_vulgaris],6.90E-125,NA,NA,NA,NA,NA
Hsym|HyS0010.411,"XP_027042652.1_arf-GAP_with_Rho-GAP_domain,_ANK_repeat_and_PH_domain-containing_protein_1-like_[Pocillopora_damicornis]",6.60E-185,Rho_GTPase_activator,NA,GTPase_activator_activity,positive_regulation_of_GTPase_activity,integral_component_of_membrane
Hsym|HyS0010.412,XP_022797139.1_tetratricopeptide_repeat_protein_29-like_[Stylophora_pistillata],7.10E-52,NA,NA,NA,NA,NA
Hsym|HyS0010.413,CAB61522.1_paired_box_protein_[Podocoryna_carnea],2.30E-278,Paired_and_homeobox_transcription_factor,PAX5,DNA_binding,multicellular_organism_development,nucleus
Hsym|HyS0010.414,XP_012563647.1_PREDICTED:_metallo-beta-lactamase_domain-containing_protein_1-like_[Hydra_vulgaris],8.00E-58,Metallo-beta-lactamase_domain-containing_protein_1,MBLAC1,NA,NA,integral_component_of_membrane
Hsym|HyS0010.415,XP_002611623.1_hypothetical_protein_BRAFLDRAFT_63720_[Branchiostoma_floridae],0,Heavy_metal_transporting_P-type_ATPase,ATP7A,copper_ion_binding,metal_ion_transport,trans-Golgi_network
Hsym|HyS0010.416,XP_002164038.1_PREDICTED:_putative_RNA-binding_protein_15B_[Hydra_vulgaris],2.00E-190,RNA-binding_protein_spenito,NA,RNA_binding,wing_disc_pattern_formation,RNA_N6-methyladenosine_methyltransferase_complex
Hsym|HyS0010.417,XP_002162930.3_PREDICTED:_tolloid-like_protein_1_[Hydra_vulgaris],3.40E-45,Tellurite_resistance_protein_TerA,NA,GTPase_activator_activity,positive_regulation_of_GTPase_activity,integral_component_of_membrane
Hsym|HyS0010.418,XP_002162930.3_PREDICTED:_tolloid-like_protein_1_[Hydra_vulgaris],4.60E-22,NA,NA,NA,NA,NA
Hsym|HyS0010.419,ELU03046.1_hypothetical_protein_CAPTEDRAFT_186776_[Capitella_teleta],3.40E-40,NA,NA,NA,NA,NA
Hsym|HyS0010.420,XP_002170504.1_PREDICTED:_lisH_domain-containing_protein_ARMC9-like_[Hydra_vulgaris],1.40E-155,Armadillo_repeat_containing_9,ARMC9,galactosyltransferase_activity,cilium_assembly,ciliary_basal_body
Hsym|HyS0010.421,XP_022084426.1_telomeric_repeat-binding_factor_2-interacting_protein_1-like_isoform_X2_[Acanthaster_planci],2.50E-16,Telomeric_repeat-binding_factor_2-interacting_protein_1,NA,telomeric_DNA_binding,telomere_maintenance,shelterin_complex
Hsym|HyS0010.422,"XP_002166709.2_PREDICTED:_dihydrolipoyl_dehydrogenase,_mitochondrial-like_[Hydra_vulgaris]",3.50E-227,Dihydrolipoyl_dehydrogenase,DLD,dihydrolipoyl_dehydrogenase_activity,cell_redox_homeostasis,acrosomal_matrix
Hsym|HyS0010.423,XP_020910018.1_small_conductance_calcium-activated_potassium_channel_protein_2-like_[Exaiptasia_pallida],1.90E-61,NA,NA,NA,NA,NA
Hsym|HyS0010.424,KXJ24895.1_hypothetical_protein_AC249_AIPGENE6808_[Exaiptasia_pallida],3.90E-09,NA,NA,NA,NA,NA
Hsym|HyS0010.425,XP_002154306.1_PREDICTED:_small_nuclear_ribonucleoprotein_E-like_[Hydra_vulgaris],2.20E-37,Small_nuclear_ribonucleoprotein_E,NA,RNA_binding,spliceosomal_snRNP_assembly,U4_snRNP
Hsym|HyS0010.428,XP_012555906.1_PREDICTED:_ufm1-specific_protease_2-like_[Hydra_vulgaris],4.10E-121,"UFM1-specific_peptidase_2,_transcript_variant_X3",UFSP2,peptidase_activity,proteolysis,endoplasmic_reticulum
Hsym|HyS0010.429,XP_028391567.1_coiled-coil_domain-containing_protein_178-like_isoform_X2_[Dendronephthya_gigantea],1.20E-38,NA,NA,NA,NA,NA
Hsym|HyS0010.430,XP_002165110.2_PREDICTED:_tyrosine-protein_kinase_SRK2-like_[Hydra_vulgaris],1.10E-175,Tyrosine-protein_kinase,NA,non-membrane_spanning_protein_tyrosine_kinase_activity,peptidyl-tyrosine_phosphorylation,extrinsic_component_of_cytoplasmic_side_of_plasma_membrane
Hsym|HyS0010.431,XP_012566435.1_PREDICTED:_neuronal_acetylcholine_receptor_subunit_alpha-6-like_[Hydra_vulgaris],5.30E-124,Nicotinic_acetylcholine_receptor_subunit_type_G,NA,extracellular_ligand-gated_ion_channel_activity,regulation_of_membrane_potential,synapse
Hsym|HyS0010.432,XP_022783553.1_neuronal_acetylcholine_receptor_subunit_alpha-3-like_isoform_X1_[Stylophora_pistillata],1.00E-141,Nicotinic_acetylcholine_receptor_subunit_type_G,NA,acetylcholine-gated_cation-selective_channel_activity,excitatory_postsynaptic_potential,postsynaptic_membrane
Hsym|HyS0010.433,EKC25310.1_hypothetical_protein_CGI_10013679_[Crassostrea_gigas],3.30E-10,NA,NA,NA,NA,NA
Hsym|HyS0010.435,XP_015751962.1_PREDICTED:_uncharacterized_protein_LOC107331818_[Acropora_digitifera],4.00E-15,NA,NA,NA,NA,NA
Hsym|HyS0010.436,XP_012555545.1_PREDICTED:_melatonin_receptor_type_1B-like_[Hydra_vulgaris],3.20E-60,Melatonin_receptor_type_1A_(Fragment),NA,G_protein-coupled_receptor_activity,G_protein-coupled_receptor_signaling_pathway,integral_component_of_membrane
Hsym|HyS0010.437,"XP_002153808.2_PREDICTED:_melatonin_receptor_type_1A-like,_partial_[Hydra_vulgaris]",1.90E-28,NA,NA,NA,NA,NA
Hsym|HyS0010.438,WP_091422284.1_NADP-specific_glutamate_dehydrogenase_[Formosa_sp._Hel1_31_208],2.90E-185,NADP-specific_glutamate_dehydrogenase,GDHA,"oxidoreductase_activity,_acting_on_the_CH-NH2_group_of_donors,_NAD_or_NADP_as_acceptor",cellular_amino_acid_metabolic_process,cytosol
Hsym|HyS0010.439,KXJ24895.1_hypothetical_protein_AC249_AIPGENE6808_[Exaiptasia_pallida],3.20E-06,NA,NA,NA,NA,NA
Hsym|HyS0010.440,XP_012565030.1_PREDICTED:_synapse_differentiation-inducing_gene_protein_1-like_[Hydra_vulgaris],1.00E-12,Interferon-induced_transmembrane_protein,NA,NA,NA,integral_component_of_membrane
Hsym|HyS0010.441,"XP_012564847.1_PREDICTED:_uncharacterized_protein_LOC101240615,_partial_[Hydra_vulgaris]",2.60E-35,NA,NA,NA,NA,NA
Hsym|HyS0010.442,XP_012559340.1_PREDICTED:_alpha-parvin-like_[Hydra_vulgaris],1.50E-161,Adenylate_cyclase_type_2,PARVA,actin_binding,actin_cytoskeleton_reorganization,focal_adhesion
Hsym|HyS0010.443,XP_022079833.1_uncharacterized_protein_LOC110973367_[Acanthaster_planci],3.10E-55,Raftlin,NA,NA,NA,NA
Hsym|HyS0010.444,KXJ25816.1_Linear_gramicidin_synthase_subunit_D_[Exaiptasia_pallida],0,L-aminoadipate-semialdehyde_dehydrogenase_large_subunit,NA,phosphopantetheine_binding,oxidation-reduction_process,extracellular_space
Hsym|HyS0010.445,XP_022781094.1_serine/threonine-protein_phosphatase_with_EF-hands_2-like_[Stylophora_pistillata],1.40E-177,Serine/threonine-protein_phosphatase_with_EF-hands,NA,phosphoprotein_phosphatase_activity,detection_of_stimulus_involved_in_sensory_perception,cytosol
Hsym|HyS0010.446,OQR92305.1_hypothetical_protein_THRCLA_08727_[Thraustotheca_clavata],3.20E-05,NA,NA,NA,NA,NA
Hsym|HyS0010.447,XP_012559319.1_PREDICTED:_post-GPI_attachment_to_proteins_factor_2-like_[Hydra_vulgaris],2.00E-57,Post-GPI_attachment_to_proteins_factor_2,PGAP2,structural_constituent_of_ribosome,GPI_anchor_biosynthetic_process,Golgi_membrane
Hsym|HyS0010.448,XP_020911765.1_serine/threonine-protein_phosphatase_with_EF-hands_2-like_isoform_X1_[Exaiptasia_pallida],1.60E-38,Serine/threonine-protein_phosphatase_with_EF-hands,NA,phosphoprotein_phosphatase_activity,detection_of_stimulus_involved_in_sensory_perception,cytosol
Hsym|HyS0010.449,KXJ25816.1_Linear_gramicidin_synthase_subunit_D_[Exaiptasia_pallida],4.60E-294,L-aminoadipate-semialdehyde_dehydrogenase_large_subunit,NA,phosphopantetheine_binding,oxidation-reduction_process,extracellular_space
Hsym|HyS0011.1,XP_012559445.1_PREDICTED:_uncharacterized_protein_LOC101235563_[Hydra_vulgaris],3.40E-252,MORC_family_CW-type_zinc_finger_protein_3,MORC3,zinc_ion_binding,negative_regulation_of_fibroblast_proliferation,PML_body
Hsym|HyS0011.2,XP_026279012.1_electron_transfer_flavoprotein_regulatory_factor_1_[Frankliniella_occidentalis],1.10E-26,electron_transfer_flavoprotein_regulatory_factor_1,LYRM5,catalytic_activity,NA,NA
Hsym|HyS0011.3,XP_027043909.1_SWI/SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_containing_DEAD/H_box_1-like_[Pocillopora_damicornis],2.40E-171,ATP-dependent_helicase_1,SMARCAD1,ATP_binding,DNA_double-strand_break_processing,site_of_double-strand_break
Hsym|HyS0011.6,XP_015758569.1_PREDICTED:_fumarylacetoacetate_hydrolase_domain-containing_protein_2-like_[Acropora_digitifera],9.50E-74,Fumarylacetoacetate_hydrolase_domain-containing_protein_2,NA,hydrolase_activity,NA,NA
